DOI,Year,Materials Name,Electrolyte,E-type,Voltage (V),Specific surface area (m2/g),IDIG,N-doped (at%),O-doped (at%),Current density (A/g),Capacitance (F/g)
10.1039/c6ta07927j,2017,CHPCs,pure emimbf4,2,4,2855.7,1.74,0.51,5.07,5,199.4
10.1039/c6ta07927j,2017,HPCs,pure emimbf4,2,4,1921.7,1.905,0.93,6.4,6,61.6
10.1039/c6ta07927j,2017,HPCs,pure emimbf4,2,4,1921.7,1.905,0.93,6.4,7,57.1
10.1039/c6ta07927j,2017,CHPCs,pure emimbf4,2,4,2855.7,1.74,0.51,5.07,7,185.6
10.1039/c6ta07927j,2017,HPCs,pure emimbf4,2,4,1921.7,1.905,0.93,6.4,8,55
10.1039/c6ta07927j,2017,CHPCs,pure emimbf4,2,4,2855.7,1.74,0.51,5.07,8,172.5
10.1039/c6ta07927j,2017,HPCs,pure emimbf4,2,4,1921.7,1.905,0.93,6.4,9,52.8
10.1039/c6ta07927j,2017,CHPCs,pure emimbf4,2,4,2855.7,1.74,0.51,5.07,9,156.1
10.1039/c6ta07927j,2017,HPCs,pure emimbf4,2,4,1921.7,1.905,0.93,6.4,10,50.7
10.1039/c6ta07927j,2017,CHPCs,pure emimbf4,2,4,2855.7,1.74,0.51,5.07,10,149.3
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,0.5,350
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,0.5,419
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,0.5,330
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,0.5,352
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,0.5,255
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,0.5,312
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,1,348
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,1,386
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,1,328
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,1,340
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,1,247
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,1,301
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,2,344
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,2,360
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,2,317
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,2,325
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,2,242
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,2,291
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,4,338
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,4,328
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,4,314
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,4,312
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,4,241
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,4,272
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,6,329
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,6,312
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,6,302
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,6,302
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,6,237
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,6,262
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,8,328
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,8,286
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,8,297
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,8,293
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,8,237
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,8,253
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,10,327
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,10,272
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,10,291
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,10,287
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,10,234
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,10,240
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,15,319
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,15,250
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,15,275
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,15,273
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,15,229
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,15,226
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,20,311
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,20,236
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,20,267
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,20,263
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,20,225
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,20,220
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,25,302
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,25,218
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,25,256
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,25,254
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,25,217
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,25,212
10.1039/c6ta06337c,2016,AC-550,KOH,3,0.8,1591,0.93,5.27,21,30,299
10.1039/c6ta06337c,2016,AC-550,H2SO4,3,0.9,1591,0.93,5.27,21,30,206
10.1039/c6ta06337c,2016,AC-650,KOH,3,0.8,3047,0.94,2.28,10,30,249
10.1039/c6ta06337c,2016,AC-650,H2SO4,3,0.9,3047,0.94,2.28,10,30,246
10.1039/c6ta06337c,2016,AC-750,KOH,3,0.8,3068,0.98,1.67,7,30,212
10.1039/c6ta06337c,2016,AC-750,H2SO4,3,0.9,3068,0.98,1.67,7,30,207
10.1039/c6ra26141h,2017,A-NSC,KOH,3,1,2385,0.8,0,8.3,0.5,294
10.1039/c6ra26141h,2017,A-N-MSC1,KOH,3,1,2795,0.84,0.95,7.1,0.5,360
10.1039/c6ra26141h,2017,A-N-MSC2,KOH,3,1,3003,0.86,1.7,5.79,0.5,390
10.1039/c6ra26141h,2017,A-NSC,KOH,3,1,2385,0.8,0,8.3,1,254
10.1039/c6ra26141h,2017,A-N-MSC1,KOH,3,1,2795,0.84,0.95,7.1,1,312
10.1039/c6ra26141h,2017,A-N-MSC2,KOH,3,1,3003,0.86,1.7,5.79,1,349
10.1039/c6ra26141h,2017,A-NSC,KOH,3,1,2385,0.8,0,8.3,2,234
10.1039/c6ra26141h,2017,A-N-MSC1,KOH,3,1,2795,0.84,0.95,7.1,2,288
10.1039/c6ra26141h,2017,A-N-MSC2,KOH,3,1,3003,0.86,1.7,5.79,2,333
10.1039/c6ra26141h,2017,A-NSC,KOH,3,1,2385,0.8,0,8.3,5,221
10.1039/c6ra26141h,2017,A-N-MSC1,KOH,3,1,2795,0.84,0.95,7.1,5,270
10.1039/c6ra26141h,2017,A-N-MSC2,KOH,3,1,3003,0.86,1.7,5.79,5,315
10.1039/c6ra26141h,2017,A-NSC,KOH,3,1,2385,0.8,0,8.3,8,216
10.1039/c6ra26141h,2017,A-N-MSC1,KOH,3,1,2795,0.84,0.95,7.1,8,261
10.1039/c6ra26141h,2017,A-N-MSC2,KOH,3,1,3003,0.86,1.7,5.79,8,308
10.1039/c6ra26141h,2017,A-NSC,KOH,3,1,2385,0.8,0,8.3,10,211
10.1039/c6ra26141h,2017,A-N-MSC1,KOH,3,1,2795,0.84,0.95,7.1,10,257
10.1039/c6ra26141h,2017,A-N-MSC2,KOH,3,1,3003,0.86,1.7,5.79,10,305
10.1039/c6ra13689c,2016,SNOPC,KOH,3,0.9,2335,1,1.1,11,0.5,315
10.1039/c6ra13689c,2016,SNOPC,KOH,3,0.9,2335,1,1.1,11,1,284
10.1039/c6ra13689c,2016,SNOPC,KOH,3,0.9,2335,1,1.1,11,2,245
10.1039/c6ra13689c,2016,SNOPC,KOH,3,0.9,2335,1,1.1,11,5,220
10.1039/c6ra13689c,2016,SNOPC,KOH,3,0.9,2335,1,1.1,11,10,205
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,1,306
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,2,289
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,5,274
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,8,266
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,10,262
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,15,243
10.1039/c6ra06424h,2016,PCPAC-2,KOH,2,1,679,0.83,0,0,30,205
10.1039/c6nr08987a,2017,MWCNT/NPC-S,H2SO4,3,0.9,642.5,1.53,10.969,4.735,2,198.6
10.1039/c6nr08987a,2017,NPC-L,H2SO4,3,0.9,999.7,1.72,10.193,4.335,2,157.1
10.1039/c6nr08987a,2017,MWCNT/NPC-M,H2SO4,3,0.9,884.6,1.53,10.081,3.52,2,229
10.1039/c6nr08987a,2017,MWCNT/NPC-L,H2SO4,3,0.9,928.2,1.53,10.454,2.492,2,302.2
10.1039/c6nr08987a,2017,MWCNT/NPC-S,H2SO4,3,0.9,642.5,1.53,10.969,4.735,3,190
10.1039/c6nr08987a,2017,NPC-L,H2SO4,3,0.9,999.7,1.72,10.193,4.335,3,149.3
10.1039/c6nr08987a,2017,MWCNT/NPC-M,H2SO4,3,0.9,884.6,1.53,10.081,3.52,3,220.8
10.1039/c6nr08987a,2017,MWCNT/NPC-L,H2SO4,3,0.9,928.2,1.53,10.454,2.492,3,279.4
10.1039/c6nr08987a,2017,MWCNT/NPC-S,H2SO4,3,0.9,642.5,1.53,10.969,4.735,5,182.8
10.1039/c6nr08987a,2017,NPC-L,H2SO4,3,0.9,999.7,1.72,10.193,4.335,5,137.7
10.1039/c6nr08987a,2017,MWCNT/NPC-M,H2SO4,3,0.9,884.6,1.53,10.081,3.52,5,211.4
10.1039/c6nr08987a,2017,MWCNT/NPC-L,H2SO4,3,0.9,928.2,1.53,10.454,2.492,5,257.2
10.1039/c6nr08987a,2017,MWCNT/NPC-S,H2SO4,3,0.9,642.5,1.53,10.969,4.735,10,172.1
10.1039/c6nr08987a,2017,NPC-L,H2SO4,3,0.9,999.7,1.72,10.193,4.335,10,118.3
10.1039/c6nr08987a,2017,MWCNT/NPC-M,H2SO4,3,0.9,884.6,1.53,10.081,3.52,10,200
10.1039/c6nr08987a,2017,MWCNT/NPC-L,H2SO4,3,0.9,928.2,1.53,10.454,2.492,10,247.8
10.1039/c6nr08987a,2017,mwcnt,H2SO4,3,0.9,282,1.1,0,0,2,81.5
10.1039/c6nr08987a,2017,mwcnt,H2SO4,3,0.9,282,1.1,0,0,3,77.7
10.1039/c6nr08987a,2017,mwcnt,H2SO4,3,0.9,282,1.1,0,0,5,74.2
10.1039/c6nr08987a,2017,mwcnt,H2SO4,3,0.9,282,1.1,0,0,10,71.5
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,0.5,142
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,0.5,220
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,0.5,160
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,1,137
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,1,215
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,1,156
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,2,131
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,2,209
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,2,143
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,4,111
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,4,195
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,4,123
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,6,99
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,6,194
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,6,111
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,8,87
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,8,188
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,8,102
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,10,84
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,10,187
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,10,100
10.1039/c6nr02155g,2016,MDC-700,KOH,2,1,773,2.95,0,3.6,20,72
10.1039/c6nr02155g,2016,MDC-900,KOH,2,1,1766,2.5,0,3.6,20,158
10.1039/c6nr02155g,2016,CDC-900,KOH,2,1,910,2.9,0,0,20,88
10.1039/c5ta10170k,2016,BC-MS-700-14,H2SO4,2,1,1460,0.96,0,0,0.1,160
10.1039/c5ra26263a,2016,AACS-1,KOH,3,1,951.7,1.64,0,0,0.5,123
10.1039/c5ra26263a,2016,AACS-2,KOH,3,1,1379.4,1.91,0,0,0.5,139
10.1039/c5ra26263a,2016,AACS-3,KOH,3,1,1636.2,1.92,0,0,0.5,148
10.1039/c5ra26263a,2016,AACS-4,KOH,3,1,1748.2,1.93,0,0,0.5,177
10.1039/c5ra26263a,2016,AACS-5,KOH,3,1,2006.9,1.95,0,0,0.5,200
10.1039/c5ra26263a,2016,AACS-6,KOH,3,1,2178.2,1.97,0,0,0.5,222
10.1039/c5ra26263a,2016,AACS-1,KOH,3,1,951.7,1.64,0,0,5,112
10.1039/c5ra26263a,2016,AACS-2,KOH,3,1,1379.4,1.91,0,0,5,125
10.1039/c5ra26263a,2016,AACS-3,KOH,3,1,1636.2,1.92,0,0,5,134
10.1039/c5ra26263a,2016,AACS-4,KOH,3,1,1748.2,1.93,0,0,5,156
10.1039/c5ra26263a,2016,AACS-5,KOH,3,1,2006.9,1.95,0,0,5,175
10.1039/c5ra26263a,2016,AACS-6,KOH,3,1,2178.2,1.97,0,0,5,210
10.1039/c5ra26263a,2016,AACS-1,KOH,3,1,951.7,1.64,0,0,20,96
10.1039/c5ra26263a,2016,AACS-2,KOH,3,1,1379.4,1.91,0,0,20,114
10.1039/c5ra26263a,2016,AACS-3,KOH,3,1,1636.2,1.92,0,0,20,124
10.1039/c5ra26263a,2016,AACS-4,KOH,3,1,1748.2,1.93,0,0,20,136
10.1039/c5ra26263a,2016,AACS-5,KOH,3,1,2006.9,1.95,0,0,20,160
10.1039/c5ra26263a,2016,AACS-6,KOH,3,1,2178.2,1.97,0,0,20,195
10.1039/c5ra11179j,2015,CAC2,KOH,3,1,2548.6,0.96,0,0,0.5,239
10.1039/c5ra11179j,2015,CAC2,KOH,3,1,2548.6,0.96,0,0,1,226.1
10.1039/c5ra11179j,2015,CAC2,KOH,3,1,2548.6,0.96,0,0,2,217.3
10.1039/c5ra11179j,2015,CAC2,KOH,3,1,2548.6,0.96,0,0,3,206.5
10.1039/c5ra11179j,2015,CAC2,KOH,3,1,2548.6,0.96,0,0,5,199
10.1039/c5ra11179j,2015,CAC2,KOH,3,1,2548.6,0.96,0,0,8,196.4
10.1039/c5ra07807e,2015,HPC-9d,TEABF4/AN,2,2.7,1549,0.86,0,8.5,0.2,115
10.1039/c5ra07807e,2015,HPC-9,TEABF4/AN,2,2.7,1007,0.85,0,7.3,0.2,38
10.1039/c5ra07807e,2015,MPC-9,TEABF4/AN,2,2.7,648,0.83,0,0,0.2,1.9
10.1039/c5ra07807e,2015,HPC-9d,TEABF4/AN,2,2.7,1549,0.86,0,8.5,5,89
10.1039/c5ra07807e,2015,HPC-9,TEABF4/AN,2,2.7,1007,0.85,0,7.3,5,6
10.1039/c5ra07807e,2015,MPC-9,TEABF4/AN,2,2.7,648,0.83,0,0,5,2
10.1039/c5ra07807e,2015,HPC-9d,TEABF4/AN,2,2.7,1549,0.86,0,8.5,10,72
10.1039/c5ra07807e,2015,HPC-9,TEABF4/AN,2,2.7,1007,0.85,0,7.3,10,1
10.1039/c5ra07807e,2015,MPC-9,TEABF4/AN,2,2.7,648,0.83,0,0,10,1
10.1039/c5ra07807e,2015,HPC-9d,TEABF4/AN,2,2.7,1549,0.86,0,8.5,20,58
10.1039/c5ra07807e,2015,HPC-9d,KOH,2,0.9,1549,0.86,0,8.5,0.2,175.2
10.1039/c5ra07807e,2015,HPC-9,KOH,2,0.9,1007,0.85,0,7.3,0.2,147.2
10.1039/c5ra07807e,2015,MPC-9,KOH,2,0.9,648,0.83,0,0,0.2,174.4
10.1039/c5ra07807e,2015,HPC-9d,KOH,2,0.9,1549,0.86,0,8.5,1,154
10.1039/c5ra07807e,2015,HPC-9,KOH,2,0.9,1007,0.85,0,7.3,1,144
10.1039/c5ra07807e,2015,MPC-9,KOH,2,0.9,648,0.83,0,0,1,162
10.1039/c5ra07807e,2015,HPC-9d,KOH,2,0.9,1549,0.86,0,8.5,5,141
10.1039/c5ra07807e,2015,HPC-9,KOH,2,0.9,1007,0.85,0,7.3,5,128
10.1039/c5ra07807e,2015,HPC-9d,KOH,2,0.9,1549,0.86,0,8.5,10,136
10.1039/c5ra07807e,2015,HPC-9,KOH,2,0.9,1007,0.85,0,7.3,10,121
10.1039/c5ra07807e,2015,MPC-9,KOH,2,0.9,648,0.83,0,0,10,118
10.1039/c5ra07807e,2015,HPC-9d,KOH,2,0.9,1549,0.86,0,8.5,20,12
10.1039/c5ra07807e,2015,HPC-9,KOH,2,0.9,1007,0.85,0,7.3,20,104
10.1039/c5ra07807e,2015,MPC-9,KOH,2,0.9,648,0.83,0,0,20,84
10.1039/c5ra07807e,2015,HPC-9d,KOH,2,0.9,1549,0.86,0,8.5,50,91
10.1039/c5ra07807e,2015,HPC-9,KOH,2,0.9,1007,0.85,0,7.3,50,68
10.1039/c5ra07807e,2015,MPC-9,KOH,2,0.9,648,0.83,0,0,50,33
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,1,232
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,1,267
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,1,304
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,1,187
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,1,204
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,2,224
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,2,249
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,2,293
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,2,177
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,2,199
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,3,215
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,3,236
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,3,282
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,3,165
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,3,188
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,5,210
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,5,225
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,5,261
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,5,147
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,5,169
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,10,189
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,10,201
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,10,211
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,10,106
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,10,128
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,20,162
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,20,176
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,20,202
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,20,85
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,20,102
10.1039/c5ra05688h,2015,LS-600,KOH,3,0.9,943,1.15,2.06,23.32,30,140
10.1039/c5ra05688h,2015,LS-700,KOH,3,0.9,1177,1.27,1.88,21.89,30,157
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,30,191
10.1039/c5ra05688h,2015,LS-900,KOH,3,0.9,1841,1.78,1.39,17.14,30,72
10.1039/c5ra05688h,2015,LS-1000,KOH,3,0.9,1554,2.35,1.09,15.24,30,84
10.1039/c5ra05688h,2015,LS-800,KOH,3,0.9,1733,1.38,1.64,18.98,50,183
10.1039/c5ra05688h,2015,LS-800,KOH,2,1,1733,1.38,1.64,18.98,1,72
10.1039/c5ra05688h,2015,LS-800,KOH,2,1,1733,1.38,1.64,18.98,10,44.3
10.1039/c5ra05688h,2015,LS-800,KOH,2,1,1733,1.38,1.64,18.98,20,42
10.1039/c5ra05688h,2015,LS-800,Et4NBF4/PC,2,3,1733,1.38,1.64,18.98,1,51.5
10.1039/c5ra05688h,2015,LS-800,Et4NBF4/PC,2,3,1733,1.38,1.64,18.98,10,33.8
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,0.1,341
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,0.1,190
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,0.1,260
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,1,328
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,1,165
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,1,249
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,5,298
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,5,146
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,5,234
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,10,280
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,10,137
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,10,220
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,20,267
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,20,133
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,20,209
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,30,260
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,30,131
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,30,193
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,40,252
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,40,128
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,40,178
10.1039/c5nr05151g,2016,NPCFs-2,KOH,3,1,2502,0.94,6.3,9.2,50,244
10.1039/c5nr05151g,2016,NPCFs-1,KOH,3,1,1349,0.91,9,8.5,50,125
10.1039/c5nr05151g,2016,APPy-2,KOH,3,1,2360,0.88,8.5,8,50,163
10.1039/c5nr05151g,2016,NPCFs-2,KOH,2,1,2502,0.94,6.3,9.2,1,314
10.1039/c5nr05151g,2016,NPCFs-1,KOH,2,1,1349,0.91,9,8.5,1,164
10.1039/c5nr05151g,2016,APPy-2,KOH,2,1,2360,0.88,8.5,8,1,184
10.1039/c5nr05151g,2016,NPCFs-2,KOH,2,1,2502,0.94,6.3,9.2,5,279
10.1039/c5nr05151g,2016,NPCFs-1,KOH,2,1,1349,0.91,9,8.5,5,156
10.1039/c5nr05151g,2016,APPy-2,KOH,2,1,2360,0.88,8.5,8,5,176
10.1039/c5nr05151g,2016,NPCFs-2,KOH,2,1,2502,0.94,6.3,9.2,10,261
10.1039/c5nr05151g,2016,NPCFs-1,KOH,2,1,1349,0.91,9,8.5,10,148
10.1039/c5nr05151g,2016,APPy-2,KOH,2,1,2360,0.88,8.5,8,10,159
10.1039/c5nr05151g,2016,NPCFs-2,KOH,2,1,2502,0.94,6.3,9.2,20,245
10.1039/c5nr05151g,2016,NPCFs-1,KOH,2,1,1349,0.91,9,8.5,20,142
