DOI,Year,Materials Name,Electrolyte,E-type,Voltage (V),Specific surface area (m2/g),IDIG,N-doped (at%),O-doped (at%),Current density (A/g),Capacitance (F/g)
10.1039/c5nr05151g,2016,APPy-2,KOH,2,1,2360,0.88,8.5,8,20,133
10.1039/c5nr05151g,2016,NPCFs-2,KOH,2,1,2502,0.94,6.3,9.2,30,220
10.1039/c5nr05151g,2016,NPCFs-1,KOH,2,1,1349,0.91,9,8.5,30,128
10.1039/c5nr05151g,2016,APPy-2,KOH,2,1,2360,0.88,8.5,8,30,108
10.1039/c5nr05151g,2016,NPCFs-2,KOH,2,1,2502,0.94,6.3,9.2,50,188
10.1039/c5nr05151g,2016,NPCFs-1,KOH,2,1,1349,0.91,9,8.5,50,107
10.1039/c5nr05151g,2016,APPy-2,KOH,2,1,2360,0.88,8.5,8,50,87
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,3,1.2,543.68,0.89,1.2,8.5,0.5,221
10.1039/c4ta06110a,2015,Natural BC,H2SO4,3,1.2,7.91,0.68,0.6,1.9,0.5,2.1
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,2,204
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,2,2.6
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,5,198
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,5,3.1
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,10,192
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,10,2.4
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,15,185
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,15,1.6
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,20,180
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,20,3
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,25,176
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,25,2.3
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,30,172
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,30,2.8
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,35,170
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,35,2.9
10.1039/c4ta06110a,2015,Exfoliated BC,H2SO4,2,1,543.68,0.89,1.2,8.5,40,168
10.1039/c4ta06110a,2015,Natural BC,H2SO4,2,1,7.91,0.68,0.6,1.9,40,2.6
10.1039/c4ta02167c,2014,RC,KOH,3,1,477,1.01,0,0,1,80
10.1039/c4ta02167c,2014,RPC5,KOH,3,1,2753,1.12,0,0,1,307
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,0.1,125
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,0.1,240.4
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,0.1,279.1
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,0.1,386.2
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,0.1,365.9
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,1,92
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,1,198
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,1,222
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,1,294
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,1,290
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,2,84
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,2,182
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,2,212
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,2,271
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,2,280
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,3,76
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,3,169
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,3,203
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,3,253
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,3,266
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,4,69
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,4,156
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,4,196
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,4,239
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,4,260
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,5,60
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,5,142
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,5,191
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,5,229
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,5,253
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,6,55
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,6,134
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,6,183
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,6,213
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,6,244
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,7,49
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,7,123
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,7,181
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,7,203
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,7,236
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,8,47
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,8,115
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,8,171
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,8,193
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,8,227
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,9,44
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,9,106
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,9,166
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,9,183
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,9,224
10.1039/c4ta01465k,2014,CT,KOH,3,0.9,312,0.78,1.2,5.6,10,39
10.1039/c4ta01465k,2014,HPCT-1,KOH,3,0.9,1588,0.84,5.3,9.3,10,100
10.1039/c4ta01465k,2014,HPCT-2,KOH,3,0.9,2665,0.81,1.1,10.9,10,161
10.1039/c4ta01465k,2014,HPCT-3,KOH,3,0.9,2856,0.83,2.2,11.1,10,173
10.1039/c4ta01465k,2014,HPCT-4,KOH,3,0.9,3253,0.86,0.9,7.1,10,218
10.1039/c4ta00936c,2014,,H2SO4,2,1,342,1.22,0.54,1.8,0.1,10.6
10.1039/c4ta00936c,2014,,KOH,2,1,342,1.22,0.54,1.8,0.1,22.2
10.1039/c4ta00936c,2014,,H2SO4,2,1,341,1.03,1.02,2.85,0.1,29.6
10.1039/c4ta00936c,2014,,KOH,2,1,341,1.03,1.02,2.85,0.1,29.7
10.1039/c4ta00936c,2014,,H2SO4,2,1,343,1.38,0,1.54,0.1,2.59
10.1039/c4ta00936c,2014,,KOH,2,1,343,1.38,0,1.54,0.1,7.86
10.1039/c4ta00936c,2014,,KOH,2,1,301,1.25,0,3.67,0.1,19.9
10.1039/c4ta00936c,2014,,H2SO4,2,1,301,1.25,0,3.67,0.1,34.6
10.1039/c4ta00475b,2014,z950,KOH,3,1,406,0.926,0,0,0.2,198
10.1039/c4ta00475b,2014,l750,KOH,3,1,455,0.98,0,0,0.2,127.6
10.1039/c4ta00475b,2014,e950,KOH,3,1,515,0.926,0,0,0.2,144.8
10.1039/c4ta00475b,2014,f950,KOH,3,1,566,0.926,0,0,0.2,99.2
10.1039/c4ta00475b,2014,g950,KOH,3,1,640,0.952,0,0,0.2,182
10.1039/c4ta00475b,2014,l850,KOH,3,1,686,0.934,0,0,0.2,200.72
10.1039/c4ta00475b,2014,l950,KOH,3,1,783,0.926,0,0,0.2,226.2
10.1039/c4ta00475b,2014,l950,KOH,3,1,783,0.926,0,0,10,178
10.1039/c4ta00475b,2014,l1000,KOH,3,1,799,0.877,0,0,0.2,135.4
10.1039/c4ra13720e,2015,MOC/GA,KOH,3,1,715,1.47,0,0,0.05,177
10.1039/c4ra13720e,2015,GA,KOH,3,1,220,1.43,0,0,0.05,99
10.1039/c4ra11028e,2015,KS-1.25,KOH,2,1.3,1642,0.74,0,0,0.2,234
10.1039/c4ra11028e,2015,KS-5,KOH,2,1.3,2094,1.11,0,0,0.2,224
10.1039/c4ra11028e,2015,KS-2.5,KOH,2,1.3,2823,0.76,0,0,0.2,316
10.1039/c4ra11028e,2015,KS-1.25,KOH,2,1.3,1642,0.74,0,0,1,188
10.1039/c4ra11028e,2015,KS-5,KOH,2,1.3,2094,1.11,0,0,1,167
10.1039/c4ra11028e,2015,KS-2.5,KOH,2,1.3,2823,0.76,0,0,1,218
10.1039/c4ra11028e,2015,KS-1.25,KOH,2,1.3,1642,0.74,0,0,2,178
10.1039/c4ra11028e,2015,KS-5,KOH,2,1.3,2094,1.11,0,0,2,148
10.1039/c4ra11028e,2015,KS-2.5,KOH,2,1.3,2823,0.76,0,0,2,195
10.1039/c4ra11028e,2015,KS-1.25,KOH,2,1.3,1642,0.74,0,0,5,164
10.1039/c4ra11028e,2015,KS-5,KOH,2,1.3,2094,1.11,0,0,5,139
10.1039/c4ra11028e,2015,KS-2.5,KOH,2,1.3,2823,0.76,0,0,5,186
10.1039/c4ra11028e,2015,KS-1.25,KOH,2,1.3,1642,0.74,0,0,10,139
10.1039/c4ra11028e,2015,KS-5,KOH,2,1.3,2094,1.11,0,0,10,124
10.1039/c4ra11028e,2015,KS-2.5,KOH,2,1.3,2823,0.76,0,0,10,184
10.1039/c4ra11028e,2015,KS-1.25,KOH,2,1.3,1642,0.74,0,0,20,124
10.1039/c4ra11028e,2015,KS-5,KOH,2,1.3,2094,1.11,0,0,20,92
10.1039/c4ra11028e,2015,KS-2.5,KOH,2,1.3,2823,0.76,0,0,20,182
10.1039/c4ra08519a,2014,CRGO-10,KOH,3,1,124.5,0.81,0,10.1,1,112
10.1039/c4ra08519a,2014,CRGO-30,KOH,3,1,427.3,1.12,0,8.19,1,143
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,1,291
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,1.5,287
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,2,278
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,3,265
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,5,259
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,10,246
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,20,220
10.1039/c4ra08519a,2014,CRGO-60,KOH,3,1,1218.5,1.73,0,9.25,30,214
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,1,140
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,2,138
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,3,136
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,5,134
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,10,131
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,20,122
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,30,116
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,40,111
10.1039/c3ta15245f,2014,A-CNT,EMIMBF4,2,3.5,2005.9,1.12,0.1,6.27,50,106
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,1,319
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,1,227
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,2,290
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,2,215
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,3,250
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,3,205
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,5,225
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,5,146
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,10,199
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,10,114
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,20,169
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,20,97
10.1039/c3ta15245f,2014,A-CNT,H2SO4,3,1,2005.9,1.12,0.1,6.27,30,154
10.1039/c3ta15245f,2014,CNT,H2SO4,3,1,379.9,1.15,1.53,1.6,30,89
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,1,145
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,2,143
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,3,141
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,5,138
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,10,135
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,20,131
10.1039/c3ta15245f,2014,A-CNT,H2SO4,2,1,2005.9,1.12,0.1,6.27,30,125
10.1039/c3ta12722b,2013,,Na2SO4,3,1,1130,1.18,0,0,0.9,132
10.1039/c3ta12722b,2013,,Na2SO4,3,1,1130,1.18,0,0,2.3,113.7
10.1039/c3ta12722b,2013,,Na2SO4,3,1,1130,1.18,0,0,4.5,104.7
10.1039/c3ta12722b,2013,,Na2SO4,3,1,1130,1.18,0,0,9,90.7
10.1039/c3ta12722b,2013,,Na2SO4,3,1,1130,1.18,0,0,23,74.7
10.1039/c3ta12722b,2013,,Na2SO4,3,1,1130,1.18,0,0,45,54.8
10.1039/c3ra46037a,2014,S1,KOH,2,0.9,552,2.64,0,0,0.1,140
10.1039/c3ra46037a,2014,S1,KOH,2,0.9,552,2.64,0,0,0.5,132
10.1039/c3ra46037a,2014,S1,KOH,2,0.9,552,2.64,0,0,1,123
10.1039/c3ra46037a,2014,S1,KOH,2,0.9,552,2.64,0,0,5,87.5
10.1039/c3ra46037a,2014,S2,KOH,2,0.9,1616,4.54,0,0,0.1,220
10.1039/c3ra46037a,2014,S2,KOH,2,0.9,1616,4.54,0,0,0.5,109
10.1039/c3ra46037a,2014,S2,KOH,2,0.9,1616,4.54,0,0,1,68
10.1039/c3ra46037a,2014,S2,KOH,2,0.9,1616,4.54,0,0,5,44
10.1039/c3ra46037a,2014,S3,KOH,2,0.9,2490,0.55,0,0,0.1,283
10.1039/c3ra46037a,2014,S3,KOH,2,0.9,2490,0.55,0,0,0.5,264
10.1039/c3ra46037a,2014,S3,KOH,2,0.9,2490,0.55,0,0,1,184
10.1039/c3ra46037a,2014,S3,KOH,2,0.9,2490,0.55,0,0,5,172
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,0.25,227
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,0.25,525
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,0.25,409
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,0.25,273
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,0.25,556
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,0.25,420
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,0.5,213
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,0.5,464
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,0.5,381
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,0.5,252
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,0.5,494
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,0.5,387
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,1,198
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,1,432
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,1,339
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,1,228
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,1,459
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,1,355
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,2,185
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,2,399
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,2,301
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,2,207
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,2,413
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,2,323
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,4,171
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,4,370
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,4,375
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,4,192
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,4,377
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,4,297
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,6,163
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,6,357
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,6,260
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,6,186
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,6,358
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,6,285
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,8,159
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,8,343
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,8,252
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,8,180
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,8,343
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,8,282
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,10,154
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,10,337
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,10,251
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,10,178
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,10,345
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,10,273
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,15,147
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,15,329
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,15,243
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,15,167
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,15,331
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,15,260
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,20,143
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,20,316
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,20,230
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,20,161
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,20,317
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,20,251
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,25,138
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,25,310
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,25,224
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,25,163
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,25,306
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,25,243
10.1039/c3ee43979h,2014,HFAC-1,KOH,3,1,521,1,7.3,10.7,30,136
10.1039/c3ee43979h,2014,HFAC-2,KOH,3,1,1217.1,1,6.3,15.2,30,300
10.1039/c3ee43979h,2014,HFAC-3,KOH,3,1,1405.6,1,4.2,13.6,30,221
10.1039/c3ee43979h,2014,HFAC-1,H2SO4,3,1,521,1,7.3,10.7,30,154
10.1039/c3ee43979h,2014,HFAC-2,H2SO4,3,1,1217.1,1,6.3,15.2,30,298
10.1039/c3ee43979h,2014,HFAC-3,H2SO4,3,1,1405.6,1,4.2,13.6,30,237
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,0.25,182
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,0.25,180
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,0.5,161
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,0.5,167
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,1,152
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,1,164
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,2,151
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,2,152
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,4,138
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,4,144
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,6,137
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,6,143
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,8,131
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,8,137
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,10,129
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,10,133
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,15,119
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,15,130
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,20,114
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,20,123
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,25,105
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,25,118
10.1039/c3ee43979h,2014,AC,KOH,3,1,1840.3,1,0,4.5,30,104
10.1039/c3ee43979h,2014,AC,H2SO4,3,1,1840.3,1,0,4.5,30,114
10.1039/c3cc44175j,2013,,KOH,3,0.8,854,1,6.7,4.1,1,131
10.1038/srep40259,2017,ACMCNT-7,H2SO4,3,1,613.8,2.38,9,6.3,0.1,216
10.1038/srep40259,2017,ACM-1,H2SO4,3,1,4.7,3.91,17.2,3.6,0.1,10
10.1038/srep40259,2017,ACMCNT-6,H2SO4,3,1,8.5,2.69,15.8,3.2,0.1,58
